name,price,facilities,tipe
Kost Muntini Tipe G Mulyorejo Surabaya Kecamatan Mulyorejo,Rp1.750.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Fitriyah Gubeng Surabaya Kecamatan Gubeng,Rp700.000 /bulan,"Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Sinarjaya Gubeng Surabaya Gubeng,Rp650.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Kos Andalan
Putri"
Kost Karang Menjangan 127 Gubeng Surabaya Gubeng,Rp1.100.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur, 5.0","Kos Andalan
Putri"
Kost Aman Nyaman Religius Tambaksari Surabaya Tambaksari,Rp1.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Kos Andalan
Campur"
Kost Kalijudan Barat 3 Tambaksari Surabaya Tambaksari,Rp1.900.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur, 5.0","Kos Andalan
Campur"
Kost Bapak Kusnan 4 Gubeng Surabaya Gubeng,Rp450.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Kos Andalan
Putri"
Kost Milenial Oro Oro Tipe A Tambaksari Surabaya Kecamatan Tambaksari,Rp1.400.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Jojoran Tipe Executive Gubeng Surabaya Kecamatan Gubeng,Rp1.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Bu Sugeng Gubeng Surabaya Gubeng,Rp600.000 /bulan,"Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Pucang Anom Tipe A Gubeng Surabaya Gubeng,Rp780.000 /bulan,"Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Graha Zevanya Gubeng Surabaya Gubeng,Rp1.300.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Kemangi Tambaksari Surabaya Tambaksari,Rp1.200.000 /bulan,"AC ·, AC, ·, Kloset Duduk, Kloset Duduk","Kos Andalan
Putra"
Kost Kertajaya Raya Gubeng Surabaya Kecamatan Gubeng,Rp800.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Rempelas Tipe C Tambaksari Surabaya Tambaksari,Rp1.250.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Ibu Hajjah Soelastri Tipe A Gubeng Surabaya Gubeng,Rp600.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Kertajaya Indah Mulyorejo Surabaya Mulyorejo,Rp2.300.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur, 2.3","Kos Andalan
Campur"
Kost Manyar Sabrangan Tipe 2 Mulyorejo Surabaya Mulyorejo,Rp850.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, Kloset Duduk ·, Kloset Duduk, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Airlangga Executive Gubeng Surabaya Gubeng,Rp2.500.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Khanza Kedung Pengkol Gubeng Surabaya Gubeng,Rp850.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Griya Pucang Sewu Gubeng Surabaya Gubeng,Rp1.500.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Kertajaya Gang 6 Tipe A Gubeng Surabaya Gubeng,Rp900.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Permata Residence Gubeng Surabaya Gubeng,Rp1.500.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Jimerto 11 Genteng Surabaya Genteng,Rp2.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Campur"
Kost Pak Min Gubeng Surabaya Kecamatan Gubeng,Rp650.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Cokro Residence Tegalsari Surabaya Kecamatan Tegalsari,Rp2.600.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Griya Dharmawangsha Tipe A Gubeng Surabaya Kecamatan Gubeng,Rp800.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Bu Sum 7L Gubeng Surabaya Gubeng,Rp650.000 /bulan,"Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putra"
Kost Karunia Gubeng Surabaya Gubeng,Rp1.600.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Prambanan Tipe C Tambaksari Surabaya Tambaksari,Rp1.020.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Wisma Anridah Gubeng Surabaya Kecamatan Gubeng,Rp1.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Rempelas Tipe B Tambaksari Surabaya Tambaksari,Rp1.350.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Naradyana Residence Tipe A Gubeng Surabaya Kecamatan Gubeng,Rp1.300.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Bu Nur Tipe A Tambaksari Surabaya Kecamatan Tambaksari,Rp975.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur, Kasur, 5.0","Putra
Sisa 3 kamar"
Kost Bersih Sopan Tipe B Gubeng Surabaya Kecamatan Gubeng,Rp1.000.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Kebangsren Genteng Surabaya Kecamatan Genteng,Rp1.500.000 /bulan,"Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Pak Kamto Tipe A Gubeng Surabaya Kecamatan Gubeng,Rp750.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Dinda Tambaksari Surabaya Tambaksari,Rp760.000 /bulan,"Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Nuning Krisnawati I Tipe A Gubeng Surabaya Gubeng,Rp1.100.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Ibu Asnun Tegalsari Surabaya Kecamatan Tegalsari,Rp450.000 /bulan,"WiFi ·, WiFi, ·, Kasur, Kasur","Putri
Sisa 2 kamar"
Kost Celva Menur Sukolilo Surabaya Sukolilo,Rp1.800.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 1 kamar"
Kost Wahyudi Tipe CB Gubeng Surabaya Kecamatan Gubeng,Rp1.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Campur
Sisa 1 kamar"
Kost Singgahsini Kertajaya Utimami Tipe C Gubeng Surabaya Gubeng,Rp1.609.000 (Bulan pertama),"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Putri
Sisa 1 kamar"
Kost Singgahsini Kertajaya Utimami Tipe B Gubeng Surabaya Gubeng,Rp1.564.000 (Bulan pertama),"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Putri
Sisa 1 kamar"
Kost Singgahsini Habibie Tipe A Tambaksari Surabaya Kecamatan Tambaksari,Rp1.550.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.8","Campur
Sisa 3 kamar"
Kost Singgahsini Gubeng Kertajaya 21 Tipe B Surabaya Kecamatan Gubeng,Rp918.400 (Bulan pertama),"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.8",Putri
Kost Singgahsini Gubeng Kertajaya 21 Tipe A Surabaya Kecamatan Gubeng,Rp1.439.200 (Bulan pertama),"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.9",Putri
Kost Jojoran Tipe Ac Gubeng Surabaya Gubeng,Rp1.900.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Kos Andalan
Putri"
Kost Novan 43 Gubeng Surabaya Kecamatan Gubeng,Rp650.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Kertajaya 58 Tipe A Gubeng Surabaya Gubeng,Rp1.250.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Dhu Nyaman Tipe A Gubeng Surabaya Kecamatan Gubeng,Rp2.300.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Tepi Jais AC Genteng Surabaya Genteng,Rp1.350.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Nias 20 Gubeng Surabaya Gubeng,Rp1.500.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 3.1","Kos Andalan
Campur"
Kost Nias Gubeng Surabaya Kecamatan Gubeng,Rp1.450.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Faziraa Tipe D Genteng Surabaya Genteng,Rp750.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Prima Sari Genteng Surabaya Genteng,Rp775.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Vivi 1 Gubeng Surabaya Gubeng,Rp1.450.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putra
Sisa 1 kamar"
Kost Asri Tipe AC Gubeng Surabaya Gubeng,Rp1.100.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost 125 Tipe B Tambaksari Surabaya Kecamatan Tambaksari,Rp1.700.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Bu Minarti I Gubeng Surabaya Gubeng,Rp950.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 2 kamar"
Kost Diniyo Tipe A Tegalsari Surabaya Kecamatan Tegalsari,Rp750.000 /bulan,"WiFi ·, WiFi, ·, Kasur, Kasur","Campur
Sisa 2 kamar"
Kost Residence Lantai 1 Tambaksari Surabaya Tambaksari,Rp1.900.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.5","Kos Andalan
Campur"
Kost Miky Tipe AC Gubeng Surabaya Kecamatan Gubeng,Rp1.300.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Jojoran Free Listrik Tipe B Gubeng Surabaya Gubeng,Rp1.750.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Muntini Tipe C1 Mulyorejo Surabaya Kecamatan Mulyorejo,Rp2.200.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Bu Yana VVIP 3 Gubeng Surabaya Gubeng,Rp1.100.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Unair Jojoran 1 Tipe B Gubeng Surabaya Kecamatan Gubeng,Rp700.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Stayvie Coliving Tipe Compact Duo Serenity Suite Tegalsari Surabaya Kecamatan Tegalsari,Rp7.250.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Umah Utara AC Gubeng Surabaya Gubeng,Rp1.700.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Muntini Tipe D Mulyorejo Surabaya Kecamatan Mulyorejo,Rp1.800.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Bravo Tipe VIP Gubeng Surabaya Kecamatan Gubeng,Rp1.300.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Airlangga Executive B Gubeng Surabaya Kecamatan Gubeng,Rp1.750.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Airlangga Executive A Gubeng Surabaya Kecamatan Gubeng,Rp1.650.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Vip Airlangga Gubeng Surabaya Kecamatan Gubeng,Rp1.900.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Puri Bidadari Tipe Basic Gubeng Surabaya Kecamatan Gubeng,Rp1.600.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Puri Bidadari Tipe Premium Gubeng Surabaya Kecamatan Gubeng,Rp1.900.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Puri Bidadari Tipe Premium Plus Gubeng Surabaya Kecamatan Gubeng,Rp2.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Fia Tipe Non AC Gubeng Surabaya Kecamatan Gubeng,Rp750.000 /bulan,"Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Fia Tipe AC Gubeng Surabaya Kecamatan Gubeng,Rp1.000.000 /bulan,"AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Muntini Tipe E1 Mulyorejo Surabaya Kecamatan Mulyorejo,Rp1.600.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Residence VIP 223 Tambaksari Surabaya Kecamatan Tambaksari,Rp2.200.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Ratu I Superior 2 Tambaksari Surabaya Kecamatan Tambaksari,Rp1.850.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Residence Lantai 1 Tambaksari Surabaya Tambaksari,Rp1.900.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.5","Kos Andalan
Campur"
Kost Sabaya House Tipe Single Gubeng Surabaya Gubeng,Rp3.250.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Kos Andalan
Campur"
Kost Pajajaran Tegalsari Surabaya Kecamatan Tegalsari,Rp2.200.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Griya Kencana Tambaksari Surabaya Kecamatan Tambaksari,Rp1.000.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Sumbawa 4 Gubeng Surabaya Gubeng,Rp1.950.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Campur"
Kost Kalpom 97 Tegalsari Surabaya Tegalsari,Rp450.000 /bulan,"Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Jl Kedondong Lor Tipe Deluxe Genteng Surabaya Genteng,Rp1.650.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur, 4.6","Kos Andalan
Putri"
Kost Timur Gubeng Surabaya Gubeng,Rp1.300.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Kos Andalan
Campur"
Kost Vip Airlangga Executive Gubeng Surabaya Gubeng,Rp1.650.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Utara Gubeng Surabaya Kecamatan Gubeng,Rp1.300.000 /bulan,"AC ·, AC, ·, Kasur, Kasur","Kos Andalan
Campur"
Kost Umah Utara Non AC Gubeng Surabaya Gubeng,Rp1.100.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Barat Gubeng Surabaya Gubeng,Rp1.900.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.0","Kos Andalan
Campur"
Kost Cika Indah Tambaksari Surabaya Tambaksari,Rp2.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur, 4.6","Kos Andalan
Putri"
Kost Denaya Guest House Tipe A Gubeng Surabaya Kecamatan Gubeng,Rp2.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Residence Tipe A Tambaksari Surabaya Tambaksari,Rp1.600.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.9","Kos Andalan
Campur"
Kost Wira Gubeng Surabaya Gubeng,Rp1.900.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 3.4","Kos Andalan
Campur"
